text,category,gender,sleeve,season,fit,color,price
"Váy maxi nam không tay màu hồng, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 700 nghìn.",Váy maxi,nam,không tay,mùa đông,slim,màu hồng,700 nghìn
"Áo sơ mi unisex không tay rộng màu trắng, dễ phối đồ, hợp cho mùa thu, chỉ 1 triệu.",Áo sơ mi,unisex,không tay,mùa thu,rộng,màu trắng,1 triệu
"Mẫu Áo hoodie nam không tay, slim, màu hồng, phong cách thời trang mùa thu, giá bán hơn 1 triệu.",Áo hoodie,nam,không tay,mùa thu,slim,màu hồng,hơn 1 triệu
"Váy maxi nữ kiểu ôm màu đen, thiết kế hợp xu hướng, dùng được mùa hè, giá 200 nghìn.",Váy maxi,nữ,tay dài,mùa hè,ôm,màu đen,200 nghìn
"Quần jeans nam tay dài màu đen, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 800 nghìn.",Quần jeans,nam,tay dài,quanh năm,dáng rộng,màu đen,800 nghìn
"Váy unisex tay lửng màu trắng, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng hơn 1 triệu.",Váy,unisex,tay lửng,mùa thu,rộng,màu trắng,hơn 1 triệu
"Mẫu Quần short nam tay dài, regular, màu đen, phong cách thời trang mùa hè, giá bán 800 nghìn.",Quần short,nam,tay dài,mùa hè,regular,màu đen,800 nghìn
"Áo sơ mi nữ kiểu slim màu đen, thiết kế hợp xu hướng, dùng được quanh năm, giá hơn 1 triệu.",Áo sơ mi,nữ,tay ngắn,quanh năm,slim,màu đen,hơn 1 triệu
"Mẫu Váy nữ không tay, dáng suông, màu be, phong cách thời trang mùa hè, giá bán hơn 1 triệu.",Váy,nữ,không tay,mùa hè,dáng suông,màu be,hơn 1 triệu
"Áo hoodie nữ tay lửng dáng rộng màu xám, dễ phối đồ, hợp cho quanh năm, chỉ 1 triệu rưỡi.",Áo hoodie,nữ,tay lửng,quanh năm,dáng rộng,màu xám,1 triệu rưỡi
"Quần jeans nam tay dài rộng hoa nhí, dễ phối đồ, hợp cho mùa xuân, chỉ 400 nghìn.",Quần jeans,nam,tay dài,mùa xuân,rộng,hoa nhí,400 nghìn
"Quần jeans unisex tay dài regular màu tím, dễ phối đồ, hợp cho mùa hè, chỉ 800 nghìn.",Quần jeans,unisex,tay dài,mùa hè,regular,màu tím,800 nghìn
"Mẫu Quần short unisex tay lửng, regular, màu xanh, phong cách thời trang quanh năm, giá bán 1 triệu.",Quần short,unisex,tay lửng,quanh năm,regular,màu xanh,1 triệu
"Váy maxi nam kiểu dáng suông màu be, thiết kế hợp xu hướng, dùng được mùa hè, giá 400 nghìn.",Váy maxi,nam,tay ngắn,mùa hè,dáng suông,màu be,400 nghìn
"Mẫu Quần short nữ tay ngắn, dáng rộng, màu hồng, phong cách thời trang quanh năm, giá bán 200 nghìn.",Quần short,nữ,tay ngắn,quanh năm,dáng rộng,màu hồng,200 nghìn
"Áo khoác unisex kiểu slim hoa nhí, thiết kế hợp xu hướng, dùng được mùa thu, giá 1 triệu.",Áo khoác,unisex,tay ngắn,mùa thu,slim,hoa nhí,1 triệu
"Áo sơ mi nam kiểu slim hoa nhí, thiết kế hợp xu hướng, dùng được mùa thu, giá 200 nghìn.",Áo sơ mi,nam,tay ngắn,mùa thu,slim,hoa nhí,200 nghìn
"Chiếc Áo khoác dành cho unisex kiểu tay ngắn, màu màu trắng, mặc quanh năm rất thoải mái, giá hơn 600k.",Áo khoác,unisex,tay ngắn,quanh năm,regular,màu trắng,hơn 600k
"Áo hoodie nam tay ngắn slim màu đen, dễ phối đồ, hợp cho mùa đông, chỉ 400 nghìn.",Áo hoodie,nam,tay ngắn,mùa đông,slim,màu đen,400 nghìn
"Áo hoodie nam tay lửng màu đỏ, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng 300 nghìn.",Áo hoodie,nam,tay lửng,mùa thu,regular,màu đỏ,300 nghìn
"Váy nữ kiểu slim màu xám, thiết kế hợp xu hướng, dùng được mùa hè, giá 200 nghìn.",Váy,nữ,tay lửng,mùa hè,slim,màu xám,200 nghìn
"Quần short nam kiểu dáng suông màu tím, thiết kế hợp xu hướng, dùng được mùa hè, giá 400 nghìn.",Quần short,nam,tay dài,mùa hè,dáng suông,màu tím,400 nghìn
"Áo thun nam tay lửng dáng rộng màu be, dễ phối đồ, hợp cho mùa xuân, chỉ hơn 600k.",Áo thun,nam,tay lửng,mùa xuân,dáng rộng,màu be,hơn 600k
"Chiếc Áo thun dành cho unisex kiểu tay lửng, màu hoa nhí, mặc mùa xuân rất thoải mái, giá 500 nghìn.",Áo thun,unisex,tay lửng,mùa xuân,dáng rộng,hoa nhí,500 nghìn
"Váy nữ kiểu dáng rộng màu hồng, thiết kế hợp xu hướng, dùng được mùa xuân, giá 700 nghìn.",Váy,nữ,tay ngắn,mùa xuân,dáng rộng,màu hồng,700 nghìn
"Quần jeans unisex tay dài màu be, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 1 triệu rưỡi.",Quần jeans,unisex,tay dài,mùa đông,regular,màu be,1 triệu rưỡi
"Mẫu Áo hoodie nữ tay lửng, dáng suông, màu xanh, phong cách thời trang mùa hè, giá bán hơn 1 triệu.",Áo hoodie,nữ,tay lửng,mùa hè,dáng suông,màu xanh,hơn 1 triệu
"Mẫu Quần short nữ tay dài, dáng rộng, màu tím, phong cách thời trang mùa xuân, giá bán 500 nghìn.",Quần short,nữ,tay dài,mùa xuân,dáng rộng,màu tím,500 nghìn
"Áo sơ mi unisex kiểu rộng màu be, thiết kế hợp xu hướng, dùng được mùa xuân, giá 1 triệu.",Áo sơ mi,unisex,tay ngắn,mùa xuân,rộng,màu be,1 triệu
"Áo hoodie nữ không tay slim màu vàng, dễ phối đồ, hợp cho mùa xuân, chỉ 400 nghìn.",Áo hoodie,nữ,không tay,mùa xuân,slim,màu vàng,400 nghìn
"Chiếc Quần jeans dành cho nam kiểu tay lửng, màu màu tím, mặc mùa xuân rất thoải mái, giá hơn 600k.",Quần jeans,nam,tay lửng,mùa xuân,dáng rộng,màu tím,hơn 600k
"Chiếc Áo sơ mi dành cho unisex kiểu không tay, màu màu xanh, mặc mùa xuân rất thoải mái, giá 500 nghìn.",Áo sơ mi,unisex,không tay,mùa xuân,rộng,màu xanh,500 nghìn
"Váy nữ kiểu dáng suông hoa nhí, thiết kế hợp xu hướng, dùng được mùa đông, giá 700 nghìn.",Váy,nữ,tay dài,mùa đông,dáng suông,hoa nhí,700 nghìn
"Mẫu Áo thun nữ tay dài, dáng rộng, màu hồng, phong cách thời trang mùa thu, giá bán hơn 1 triệu.",Áo thun,nữ,tay dài,mùa thu,dáng rộng,màu hồng,hơn 1 triệu
"Chiếc Quần short dành cho nữ kiểu không tay, màu màu đỏ, mặc mùa thu rất thoải mái, giá 1 triệu rưỡi.",Quần short,nữ,không tay,mùa thu,regular,màu đỏ,1 triệu rưỡi
"Váy unisex tay dài màu đỏ, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 700 nghìn.",Váy,unisex,tay dài,mùa hè,rộng,màu đỏ,700 nghìn
"Mẫu Áo hoodie nam tay lửng, slim, màu đen, phong cách thời trang mùa đông, giá bán 400 nghìn.",Áo hoodie,nam,tay lửng,mùa đông,slim,màu đen,400 nghìn
"Váy maxi nữ kiểu dáng suông màu tím, thiết kế hợp xu hướng, dùng được mùa xuân, giá 1 triệu.",Váy maxi,nữ,tay lửng,mùa xuân,dáng suông,màu tím,1 triệu
"Áo khoác nữ không tay ôm màu xám, dễ phối đồ, hợp cho mùa thu, chỉ 1 triệu.",Áo khoác,nữ,không tay,mùa thu,ôm,màu xám,1 triệu
"Áo thun nữ tay dài regular màu hồng, dễ phối đồ, hợp cho quanh năm, chỉ 200 nghìn.",Áo thun,nữ,tay dài,quanh năm,regular,màu hồng,200 nghìn
"Chiếc Váy maxi dành cho nam kiểu tay dài, màu màu đen, mặc quanh năm rất thoải mái, giá 700 nghìn.",Váy maxi,nam,tay dài,quanh năm,dáng rộng,màu đen,700 nghìn
"Áo khoác nữ tay ngắn regular màu trắng, dễ phối đồ, hợp cho mùa thu, chỉ 200 nghìn.",Áo khoác,nữ,tay ngắn,mùa thu,regular,màu trắng,200 nghìn
"Quần short nữ tay lửng màu đỏ, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 1 triệu rưỡi.",Quần short,nữ,tay lửng,mùa hè,slim,màu đỏ,1 triệu rưỡi
"Quần short nữ tay dài màu hồng, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng 200 nghìn.",Quần short,nữ,tay dài,mùa thu,slim,màu hồng,200 nghìn
"Quần jeans unisex tay ngắn màu hồng, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng dưới 200k.",Quần jeans,unisex,tay ngắn,mùa đông,dáng suông,màu hồng,dưới 200k
"Mẫu Áo sơ mi nam tay lửng, regular, màu hồng, phong cách thời trang quanh năm, giá bán 300 nghìn.",Áo sơ mi,nam,tay lửng,quanh năm,regular,màu hồng,300 nghìn
"Áo sơ mi nam kiểu dáng suông màu vàng, thiết kế hợp xu hướng, dùng được mùa thu, giá 1 triệu rưỡi.",Áo sơ mi,nam,tay ngắn,mùa thu,dáng suông,màu vàng,1 triệu rưỡi
"Quần short nam tay lửng màu xám, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 700 nghìn.",Quần short,nam,tay lửng,mùa hè,dáng suông,màu xám,700 nghìn
"Chiếc Quần short dành cho nữ kiểu tay ngắn, màu màu trắng, mặc mùa hè rất thoải mái, giá hơn 600k.",Quần short,nữ,tay ngắn,mùa hè,rộng,màu trắng,hơn 600k
"Váy nam tay ngắn màu be, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng hơn 600k.",Váy,nam,tay ngắn,mùa xuân,slim,màu be,hơn 600k
"Áo khoác nam tay lửng slim màu xanh, dễ phối đồ, hợp cho mùa xuân, chỉ 200 nghìn.",Áo khoác,nam,tay lửng,mùa xuân,slim,màu xanh,200 nghìn
"Váy maxi unisex kiểu regular màu vàng, thiết kế hợp xu hướng, dùng được mùa thu, giá 800 nghìn.",Váy maxi,unisex,tay lửng,mùa thu,regular,màu vàng,800 nghìn
"Mẫu Áo khoác unisex không tay, regular, màu vàng, phong cách thời trang mùa thu, giá bán hơn 600k.",Áo khoác,unisex,không tay,mùa thu,regular,màu vàng,hơn 600k
"Váy nam tay lửng màu đen, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng 700 nghìn.",Váy,nam,tay lửng,mùa xuân,rộng,màu đen,700 nghìn
"Áo thun unisex kiểu regular hoa nhí, thiết kế hợp xu hướng, dùng được mùa đông, giá 800 nghìn.",Áo thun,unisex,tay ngắn,mùa đông,regular,hoa nhí,800 nghìn
"Mẫu Áo sơ mi nữ tay dài, ôm, màu vàng, phong cách thời trang quanh năm, giá bán dưới 200k.",Áo sơ mi,nữ,tay dài,quanh năm,ôm,màu vàng,dưới 200k
"Chiếc Áo sơ mi dành cho unisex kiểu tay dài, màu hoa nhí, mặc mùa đông rất thoải mái, giá 500 nghìn.",Áo sơ mi,unisex,tay dài,mùa đông,slim,hoa nhí,500 nghìn
"Chiếc Áo khoác dành cho unisex kiểu không tay, màu hoa nhí, mặc mùa hè rất thoải mái, giá 400 nghìn.",Áo khoác,unisex,không tay,mùa hè,dáng rộng,hoa nhí,400 nghìn
"Chiếc Quần jeans dành cho nam kiểu không tay, màu hoa nhí, mặc mùa đông rất thoải mái, giá 500 nghìn.",Quần jeans,nam,không tay,mùa đông,dáng rộng,hoa nhí,500 nghìn
"Mẫu Áo khoác nam không tay, rộng, màu be, phong cách thời trang mùa đông, giá bán 1 triệu rưỡi.",Áo khoác,nam,không tay,mùa đông,rộng,màu be,1 triệu rưỡi
"Chiếc Áo thun dành cho nữ kiểu không tay, màu màu be, mặc mùa hè rất thoải mái, giá 1 triệu.",Áo thun,nữ,không tay,mùa hè,slim,màu be,1 triệu
"Quần short nam tay lửng ôm màu xám, dễ phối đồ, hợp cho mùa hè, chỉ 400 nghìn.",Quần short,nam,tay lửng,mùa hè,ôm,màu xám,400 nghìn
"Áo thun nam tay lửng màu xanh, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 300 nghìn.",Áo thun,nam,tay lửng,mùa đông,slim,màu xanh,300 nghìn
"Áo thun nam tay ngắn ôm màu đen, dễ phối đồ, hợp cho mùa thu, chỉ 800 nghìn.",Áo thun,nam,tay ngắn,mùa thu,ôm,màu đen,800 nghìn
"Mẫu Váy nữ tay lửng, dáng rộng, màu xanh, phong cách thời trang mùa đông, giá bán dưới 200k.",Váy,nữ,tay lửng,mùa đông,dáng rộng,màu xanh,dưới 200k
"Áo khoác nữ không tay màu đen, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng hơn 1 triệu.",Áo khoác,nữ,không tay,mùa xuân,ôm,màu đen,hơn 1 triệu
"Quần short nam kiểu slim màu đỏ, thiết kế hợp xu hướng, dùng được mùa thu, giá 1 triệu.",Quần short,nam,tay lửng,mùa thu,slim,màu đỏ,1 triệu
"Áo thun nam tay dài màu hồng, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng hơn 1 triệu.",Áo thun,nam,tay dài,mùa đông,dáng suông,màu hồng,hơn 1 triệu
"Áo khoác unisex kiểu dáng rộng màu xám, thiết kế hợp xu hướng, dùng được mùa hè, giá 800 nghìn.",Áo khoác,unisex,tay lửng,mùa hè,dáng rộng,màu xám,800 nghìn
"Váy maxi unisex kiểu regular hoa nhí, thiết kế hợp xu hướng, dùng được mùa hè, giá hơn 1 triệu.",Váy maxi,unisex,tay dài,mùa hè,regular,hoa nhí,hơn 1 triệu
"Mẫu Áo hoodie nam không tay, ôm, màu xám, phong cách thời trang mùa hè, giá bán 300 nghìn.",Áo hoodie,nam,không tay,mùa hè,ôm,màu xám,300 nghìn
"Chiếc Áo khoác dành cho unisex kiểu tay dài, màu màu đen, mặc mùa xuân rất thoải mái, giá 1 triệu rưỡi.",Áo khoác,unisex,tay dài,mùa xuân,ôm,màu đen,1 triệu rưỡi
"Chiếc Váy dành cho unisex kiểu tay dài, màu màu vàng, mặc mùa đông rất thoải mái, giá 1 triệu.",Váy,unisex,tay dài,mùa đông,ôm,màu vàng,1 triệu
"Áo hoodie nữ kiểu dáng rộng hoa nhí, thiết kế hợp xu hướng, dùng được mùa hè, giá 1 triệu rưỡi.",Áo hoodie,nữ,tay lửng,mùa hè,dáng rộng,hoa nhí,1 triệu rưỡi
"Áo thun nữ kiểu rộng màu đen, thiết kế hợp xu hướng, dùng được mùa xuân, giá hơn 600k.",Áo thun,nữ,tay dài,mùa xuân,rộng,màu đen,hơn 600k
"Quần jeans unisex tay ngắn màu xanh, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng hơn 1 triệu.",Quần jeans,unisex,tay ngắn,mùa thu,dáng rộng,màu xanh,hơn 1 triệu
"Áo sơ mi unisex tay dài dáng suông màu hồng, dễ phối đồ, hợp cho mùa hè, chỉ 800 nghìn.",Áo sơ mi,unisex,tay dài,mùa hè,dáng suông,màu hồng,800 nghìn
"Váy nữ tay dài dáng suông màu đỏ, dễ phối đồ, hợp cho mùa xuân, chỉ 1 triệu.",Váy,nữ,tay dài,mùa xuân,dáng suông,màu đỏ,1 triệu
"Quần short nam tay ngắn màu xám, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 400 nghìn.",Quần short,nam,tay ngắn,mùa đông,dáng rộng,màu xám,400 nghìn
"Quần short nam tay ngắn slim màu vàng, dễ phối đồ, hợp cho mùa xuân, chỉ 400 nghìn.",Quần short,nam,tay ngắn,mùa xuân,slim,màu vàng,400 nghìn
"Váy unisex không tay màu vàng, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 800 nghìn.",Váy,unisex,không tay,mùa hè,dáng suông,màu vàng,800 nghìn
"Chiếc Váy dành cho unisex kiểu tay lửng, màu màu đen, mặc mùa xuân rất thoải mái, giá 500 nghìn.",Váy,unisex,tay lửng,mùa xuân,ôm,màu đen,500 nghìn
"Áo sơ mi unisex tay dài rộng màu xanh, dễ phối đồ, hợp cho mùa đông, chỉ 1 triệu rưỡi.",Áo sơ mi,unisex,tay dài,mùa đông,rộng,màu xanh,1 triệu rưỡi
"Quần jeans nữ tay ngắn rộng hoa nhí, dễ phối đồ, hợp cho mùa thu, chỉ 1 triệu.",Quần jeans,nữ,tay ngắn,mùa thu,rộng,hoa nhí,1 triệu
"Váy maxi nam kiểu slim hoa nhí, thiết kế hợp xu hướng, dùng được mùa hè, giá dưới 200k.",Váy maxi,nam,tay ngắn,mùa hè,slim,hoa nhí,dưới 200k
"Mẫu Áo thun nữ tay dài, ôm, màu đen, phong cách thời trang mùa thu, giá bán 500 nghìn.",Áo thun,nữ,tay dài,mùa thu,ôm,màu đen,500 nghìn
"Áo hoodie unisex tay lửng slim màu vàng, dễ phối đồ, hợp cho mùa xuân, chỉ 200 nghìn.",Áo hoodie,unisex,tay lửng,mùa xuân,slim,màu vàng,200 nghìn
"Mẫu Áo khoác nam tay lửng, slim, màu xám, phong cách thời trang mùa xuân, giá bán 1 triệu.",Áo khoác,nam,tay lửng,mùa xuân,slim,màu xám,1 triệu
"Áo sơ mi unisex kiểu dáng rộng màu tím, thiết kế hợp xu hướng, dùng được mùa xuân, giá dưới 200k.",Áo sơ mi,unisex,tay lửng,mùa xuân,dáng rộng,màu tím,dưới 200k
"Chiếc Váy dành cho nam kiểu tay ngắn, màu màu xanh, mặc mùa đông rất thoải mái, giá 200 nghìn.",Váy,nam,tay ngắn,mùa đông,rộng,màu xanh,200 nghìn
"Áo sơ mi nữ tay dài màu be, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng dưới 200k.",Áo sơ mi,nữ,tay dài,mùa hè,dáng rộng,màu be,dưới 200k
"Mẫu Áo hoodie nam tay lửng, dáng rộng, màu xám, phong cách thời trang mùa xuân, giá bán dưới 200k.",Áo hoodie,nam,tay lửng,mùa xuân,dáng rộng,màu xám,dưới 200k
